AppID,Name,Release date,Estimated owners,Required age,Price,Supported languages,Positive,Negative,Achievements,Recommendations,Average playtime forever,Publishers,Categories,Genres
20200,Galactic Bowling,21-Oct-08,0 - 20000,0,19.99,['English'],6,11,30,0,0,Perpetual FX Creative,"Single-player,Multi-player,Steam Achievements,Partial Controller Support","Casual,Indie,Sports"
655370,Train Bandit,12-Oct-17,0 - 20000,0,0.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",53,5,12,0,0,Wild Rooster,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Indie"
1732930,Jolt Project,17-Nov-21,0 - 20000,0,4.99,"['English', 'Portuguese - Brazil']",0,0,0,0,0,Campião Games,Single-player,"Action,Adventure,Indie,Strategy"
1355720,Henosis™,23-Jul-20,0 - 20000,0,5.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",3,0,0,0,0,Odd Critter Games,"Single-player,Full controller support","Adventure,Casual,Indie"
1139950,Two Weeks in Painland,3-Feb-20,0 - 20000,0,0,"['English', 'Spanish - Spain']",50,8,17,0,0,Unusual Games,"Single-player,Steam Achievements","Adventure,Indie"
1469160,Wartune Reborn,26-Feb-21,50000 - 100000,0,0,['English'],87,49,0,0,0,7Road,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Adventure,Casual,Free to Play,Massively Multiplayer,RPG,Strategy"
1659180,TD Worlds,9-Jan-22,0 - 20000,0,10.99,"['English', 'Russian', 'Danish']",21,7,62,0,0,MAKSIM VOLKAU,"Single-player,Steam Achievements,Steam Cloud","Indie,Strategy"
1968760,Legend of Rome - The Wrath of Mars,5-May-22,0 - 20000,0,9.99,"['English', 'German']",0,0,0,0,0,magnussoft,"Single-player,Steam Cloud",Casual
1178150,MazM: Jekyll and Hyde,2-Apr-20,0 - 20000,0,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",76,6,25,0,0,"CFK Co., Ltd.","Single-player,Steam Achievements,Full controller support","Adventure,RPG,Simulation,Strategy"
320150,Deadlings: Rotten Edition,11-Nov-14,50000 - 100000,0,3.99,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Russian', 'Japanese']",225,45,32,0,703,ONE MORE LEVEL,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie"
1026420,WARSAW,2-Oct-19,20000 - 50000,0,23.99,"['English', 'French', 'German', 'Polish', 'Russian']",589,212,34,427,67,"Pixelated Milk,gaming company","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Indie,RPG"
485000,Cthulhu Realms,1-Jul-16,50000 - 100000,0,0,['English'],147,58,0,0,224,"Wise Wizard Games, LLC","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,In-App Purchases,Remote Play Together",Strategy
1620060,Clockwork Dungeon,27-Aug-21,0 - 20000,0,1.99,['English'],5,0,25,0,0,Beardlings LLC,"Single-player,Steam Achievements","Casual,Indie"
825930,Royal Battleships,6-Apr-18,20000 - 50000,0,2.99,['English'],36,11,19,0,11,Educational Games,"Single-player,Steam Achievements,Steam Leaderboards","Casual,Indie"
1454010,Diary of Lucie,25-Nov-20,0 - 20000,0,12.99,"['English', 'Korean']",100,5,0,0,0,Parange Project,"Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG,Strategy,Early Access"
22670,Alien Breed 3: Descent,17-Nov-10,200000 - 500000,0,9.99,"['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain']",349,134,13,285,44,Team17 Digital Ltd,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action
1330820,Hunting Unlimited 3,6-Nov-20,0 - 20000,0,9.99,['English'],17,0,0,0,0,Ziggurat,Single-player,"Action,Casual,Simulation,Sports"
346560,Hero of the Kingdom II,20-Feb-15,100000 - 200000,0,7.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Czech', 'Portuguese - Brazil', 'Hungarian', 'Polish', 'Italian', 'Dutch', 'Ukrainian', 'Danish', 'Simplified Chinese']",2046,120,48,1615,280,Lonely Troops,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual,Indie,RPG"
1097880,Super Naughty Maid 2,20-Jun-19,0 - 20000,0,9.59,"['English', 'Traditional Chinese']",0,0,0,1144,34,Denpasoft,"Single-player,Steam Trading Cards","Casual,Indie"
1362670,KHIO,24-Jul-20,0 - 20000,0,9.99,['English'],3,1,0,0,0,Necavare,Single-player,"Action,Adventure,Casual,Indie,Early Access"
290870,Steam Squad,28-Jul-16,20000 - 50000,0,17.99,"['English', 'Russian', 'French', 'German']",61,29,32,0,0,Bretwalda Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Indie,Strategy"
575760,Project: R.E.B.O.O.T 2,27-Jan-17,20000 - 50000,0,2.99,['English'],29,28,0,0,337,Volens Nolens Games,"Single-player,Steam Trading Cards","Action,Adventure,Casual,Indie"
434030,Aerofly FS 2 Flight Simulator,20-Nov-17,100000 - 200000,0,37.49,"['English', 'German', 'French']",1490,408,0,1831,127,IPACS,"Single-player,Partial Controller Support","Action,Indie,Racing,Simulation"
810740,Turtle Lu,22-Mar-18,20000 - 50000,0,2.99,['English'],4,10,0,0,0,,Single-player,"Action,Adventure,Casual,Indie"
2073470,Kanjozoku Game レーサー,16-Jul-22,20000 - 50000,0,5.99,['English'],392,57,0,493,0,SGデベロッパー,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support","Massively Multiplayer,Racing,Simulation,Sports"
589250,PowersVR,10-Oct-20,0 - 20000,0,9.99,['English'],37,22,4,0,0,PseudoGames,"Single-player,Steam Achievements","Action,Indie,Simulation"
677880,Draw Your Game,10-Aug-17,20000 - 50000,0,4.99,['English'],18,50,43,0,0,Zero One,"Single-player,Steam Achievements,Partial Controller Support",Casual
1294780,Pathfinders: Memories,16-Feb-21,0 - 20000,0,2.99,"['English', 'Italian', 'Portuguese - Brazil', 'Spanish - Latin America', 'Spanish - Spain', 'Portuguese']",38,4,60,0,0,Mens Sana Interactive,"Single-player,Steam Achievements,Steam Leaderboards",Casual
1342850,Bright Days in Quarantine,18-Jul-20,0 - 20000,0,1.99,"['English', 'Portuguese - Brazil']",24,5,10,0,0,Delta Arcade,"Single-player,Full controller support","Casual,Indie,Simulation,Strategy"
1177420,邻居大叔/UncleNeighbor:uncle Dating Simulator,19-Jun-20,0 - 20000,0,13.99,"['Simplified Chinese', 'English', 'Portuguese - Brazil']",0,0,73,668,0,GameUncle,"Single-player,Steam Achievements","Adventure,Casual,Indie,RPG,Simulation"
793990,Dupio,6-Mar-18,0 - 20000,0,11.99,['English'],23,18,22,0,0,NedoStudio,"Single-player,Steam Achievements","Casual,Indie"
1727670,Home Office Tasker,8-Sep-21,0 - 20000,0,0.99,"['English', 'Russian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'French']",11,4,0,0,0,lonch.me,,Utilities
955490,Terror In The Atomic Desert,22-Mar-19,0 - 20000,0,2.99,['English'],8,4,11,0,0,TensionSplice,"Single-player,Steam Achievements","Adventure,Indie"
552350,Unhappy Ever After,20-Jan-17,20000 - 50000,0,0.99,['English'],16,10,0,0,218,Warped Tales,"Single-player,Steam Trading Cards,Partial Controller Support","Adventure,Indie,RPG"
42500,DogFighter,14-Jun-10,100000 - 200000,0,0.99,['English'],258,166,29,210,739,Instinct Software Ltd.,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Indie"
1195610,March Of Soldiers,1-Jul-20,0 - 20000,0,1.99,['English'],1,0,0,0,0,THE MARCH OF KWF,Single-player,"Action,Strategy,Early Access"
1095380,Bepuzzled Kittens Jigsaw Puzzle,11-Jun-19,0 - 20000,0,1.99,['English'],7,2,0,0,0,Spikkeee,Single-player,Casual
1158910,Dream Detective,4-Dec-19,0 - 20000,0,7.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Traditional Chinese', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Korean', 'Simplified Chinese']",16,8,0,0,0,Century Game,"Single-player,Steam Cloud","Adventure,Casual,Indie"
1194940,Tower of Shades,15-Jan-20,0 - 20000,0,1.99,['English'],35,8,0,0,0,Lame Jam,Single-player,"Indie,RPG"
262150,Vanguard Princess,3-Mar-14,200000 - 500000,0,2.49,['English'],2014,841,0,1477,425,eigoMANGA,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Remote Play Together","Action,Casual,Indie"
1192900,IRON REBELLION,9-Nov-21,50000 - 100000,0,11.99,['English'],168,39,0,186,48,Black Beach Studio,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer","Action,Indie,Early Access"
866150,Treasures of the Ancients: Egypt,6-Jun-18,50000 - 100000,0,0.99,['English'],55,91,0,0,0,Garage Games,"Single-player,Steam Achievements","Adventure,Casual,Indie"
231330,Deadfall Adventures,15-Nov-13,100000 - 200000,0,19.99,"['English', 'German', 'Polish', 'French', 'Russian']",1716,628,50,1140,324,THQ Nordic,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure"
1056520,Who We Are Now,7-May-19,0 - 20000,0,14.99,['English'],0,0,0,0,0,Chroma Field Games,Single-player,Indie
897820,Reigns: Game of Thrones,18-Oct-18,50000 - 100000,0,3.99,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",698,203,10,815,83,Devolver Digital,"Single-player,Steam Achievements,Full controller support","Adventure,Indie,RPG"
658970,CasinoRPG,16-Jan-18,50000 - 100000,0,0,['English'],138,84,211,0,2,GoldFire Studios,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases","Casual,Free to Play,Indie,Massively Multiplayer,RPG,Simulation"
1777550,Fuyu no Tsuma,15-Oct-21,0 - 20000,0,1.99,['English'],2,2,0,0,0,玫瑰工作室,Single-player,"Action,Adventure,Indie"
552520,Far Cry® 5,26-Mar-18,2000000 - 5000000,17,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",100620,25286,0,114588,1756,Ubisoft,"Single-player,Multi-player,Co-op,Online Co-op,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support,Includes level editor","Action,Adventure"
718350,Loot Collection: Mahjong,5-Oct-17,20000 - 50000,0,0.55,['English'],2,3,0,0,0,Boogygames Studios,Single-player,"Adventure,Casual,Indie,Simulation,Strategy"
433450,INFERNO CLIMBER,8-Sep-16,0 - 20000,0,14.99,"['English', 'Japanese', 'Simplified Chinese', 'Korean']",60,46,34,0,0,Arc System Works,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG"
1709450,Grim Tales: The Heir Collector's Edition,30-Jul-21,20000 - 50000,0,9.99,['English'],7,1,0,0,0,Big Fish Games,Single-player,"Adventure,Casual"
1431470,Mythos Ever After: A Cthulhu Dating Sim,28-Oct-20,0 - 20000,0,4.99,['English'],1,0,18,0,0,Stegalosaurus Game Development,"Single-player,Steam Achievements","Adventure,Indie"
1794920,Pool Adventure,7-Nov-21,0 - 20000,0,0.99,['English'],0,0,0,0,0,Uintani,Single-player,"Adventure,Indie"
1959480,Eternal Edge+ Prologue,5-May-22,0 - 0,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Turkish', 'Italian', 'Spanish - Latin America']",0,0,0,0,0,"Sedoc LLC,GrabTheGames","Single-player,Full controller support","Action,Adventure,RPG"
763550,A Journey Through Valhalla,12-Sep-21,0 - 20000,0,5.99,['English'],3,3,20,0,0,Team Sämst,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements","Action,Adventure,RPG"
1445370,COUNTDOWN,10-Jan-21,0 - 20000,0,0.99,['English'],6,1,0,0,0,Hello Friend LLC,"Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op","Action,Indie,Early Access"
464230,Colours of Magic: Aqua Teeter,25-Apr-16,20000 - 50000,0,0.99,"['English', 'Russian', 'Portuguese', 'Portuguese - Brazil', 'Ukrainian']",69,17,17,0,340,RunServer,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie"
1293830,Forza Horizon 4,9-Mar-21,2000000 - 5000000,0,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",122539,15095,178,126316,2518,Xbox Game Studios,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Racing
1509640,Viking Warrior,19-Jan-21,0 - 20000,0,3.99,['English'],2,17,0,0,0,VikingWarrior,Single-player,"Action,Adventure,Indie,RPG"
1135380,不可思议佣兵团,3-Oct-19,0 - 20000,0,3.99,['Simplified Chinese'],6,4,0,0,0,折凳工作室,Single-player,Indie
1944730,Square Keeper,9-Jun-22,0 - 20000,0,4.99,['English'],10,0,12,0,0,JanduSoft,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie"
1144900,Pension Day,3-Sep-19,20000 - 50000,0,0.99,['English'],0,1,0,0,0,Julian Henley,Single-player,"Action,Casual"
306350,Slipstream 5000,9-Oct-15,200000 - 500000,0,2.99,['English'],283,92,0,0,183,Funbox Media Ltd,"Single-player,Steam Trading Cards","Action,Racing,Sports"
1684530,100 Doors: Escape from Work,1-Mar-22,0 - 20000,0,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Turkish', 'Vietnamese', 'Simplified Chinese']",7,2,14,0,0,Peaksel,Single-player,Casual
1557480,Project MIKHAIL: A Muv-Luv War Story,1-Nov-21,20000 - 50000,0,19.99,"['English', 'Japanese']",328,253,0,563,670,aNCHOR Inc.,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support","Action,Adventure,RPG,Simulation,Strategy,Early Access"
1128520,Rezist: Tower Defense,26-Sep-19,0 - 20000,0,0.99,['English'],8,0,0,0,0,SparkGames,Single-player,"Indie,Strategy"
12140,Max Payne,6-Jan-11,500000 - 1000000,17,3.49,['English'],9516,1114,0,8684,168,Rockstar Games,Single-player,Action
1647430,Black Mansion,15-Jun-21,20000 - 50000,0,6.99,"['English', 'Japanese', 'Korean', 'Simplified Chinese']",1,0,0,0,0,PICTOLOGI,Single-player,"Action,Adventure,Indie"
1845050,Mirrorama,12-Jan-22,0 - 20000,0,7.49,['English'],17,0,13,0,0,Berry Berry Niceu,"Single-player,Steam Achievements","Adventure,Casual,Indie"
1163340,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,5-Jun-20,0 - 20000,0,29.99,"['English', 'French', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Italian']",180,27,0,185,78,Avalon Digital,"Single-player,Multi-player,Cross-Platform Multiplayer","Simulation,Strategy"
1608620,Ballistic Machines,11-Jun-21,0 - 20000,0,1.99,['English'],0,0,0,0,0,Ballistic Machine,"Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Remote Play Together","Action,Casual,Indie,Early Access"
541570,Sally Face - Episode One,14-Dec-16,500000 - 1000000,0,2.99,"['English', 'Russian', 'Italian', 'German', 'Traditional Chinese', 'Portuguese - Brazil']",11739,367,35,11287,282,Portable Moose,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Indie"
1119070,Shibui Coliseum,29-Oct-19,0 - 20000,0,5.99,['English'],0,0,0,0,0,Soiree Games,Single-player,"Action,Indie"
1292520,Crimson Spires,27-Oct-20,0 - 20000,0,19.99,['English'],51,6,14,0,0,Woodsy Studio,"Single-player,Steam Achievements,Full controller support","Adventure,Indie"
1467330,Endline,29-Mar-21,0 - 20000,0,4.99,"['English', 'French']",1,0,12,0,0,Miniced,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie"
1624600,Realms VR,30-Sep-21,0 - 20000,0,4.24,['English'],7,2,0,0,0,Madman Games,"Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Full controller support,Steam Leaderboards","Action,Adventure,Casual,Indie,Racing,Early Access"
870000,AmazeD 3D,14-Jul-18,0 - 20000,0,0,['English'],4,6,10,0,0,Retrover Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Adventure,Casual,Indie,RPG,Strategy"
1621490,MagicShop3D,19-Jun-22,0 - 20000,0,9.99,['English'],0,0,0,0,0,FireArmGames,Single-player,Action
768060,The Warrior Of Treasures,3-Jan-18,0 - 20000,0,0.49,['English'],31,13,0,0,0,Tero Lunkka,Single-player,"Action,Adventure,Indie"
1746130,Onmyoji in the Otherworld: Sayaka's Story,21-Sep-21,0 - 20000,0,19.99,"['English', 'Simplified Chinese', 'Traditional Chinese']",0,0,0,0,0,Shiravune,"Single-player,Partial Controller Support,Steam Cloud","Adventure,Strategy"
1281400,Good Knight,17-Sep-21,20000 - 50000,0,14.99,"['English', 'Simplified Chinese']",69,0,24,0,0,Doublethink Games,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play Together","Action,Casual,Indie,Early Access"
372890,Red Crow Mysteries: Legion,28-May-15,20000 - 50000,0,3.99,['English'],10,26,0,0,0,Cateia Games,Single-player,"Adventure,Casual,Indie"
1023420,四国志でらっくす ～酒池肉うどん戦記～,31-Jul-20,0 - 20000,0,24.99,['Japanese'],0,1,0,0,0,Flying Panjandrum / ふらいんぐパンジャンドラム,Single-player,"Adventure,Indie,Simulation,Strategy"
1141880,Crazy Critters - Combat Cats,22-May-20,0 - 20000,0,3.99,['English'],15,3,12,0,0,Aligned Games,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements","Action,Casual,Indie,Massively Multiplayer"
1022840,The Adventures of Jason and the Argonauts,8-Feb-19,0 - 20000,0,4.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch']",20,4,0,0,0,HH-Games,Single-player,"Action,Casual,Indie,Strategy"
652160,DC Wonder: Unlimited,14-Jun-17,0 - 20000,0,4.99,['English'],1,0,0,0,0,Nucleax,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Indie"
968580,Halloween Puzzles,6-Nov-18,0 - 20000,0,0.49,['English'],1,2,0,0,0,Boogygames Studios,Single-player,"Adventure,Casual,Indie,Simulation,Sports,Strategy"
1131550,I Walk Among Zombies Vol. 3,15-Dec-20,0 - 20000,0,14.99,"['English', 'Simplified Chinese']",168,18,0,179,34,Sekai Project,Single-player,Adventure
1729790,Escape From School,7-Sep-21,0 - 20000,0,0,['English'],102,32,7,0,0,Tudor Sandru,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements","Action,Adventure,Free to Play,Indie"
368080,Aurion: Legacy of the Kori-Odan,14-Apr-16,20000 - 50000,0,14.99,"['English', 'French']",207,98,159,102,360,Dear Villagers,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Stats","Action,Adventure,Indie,RPG"
572510,Superola Champion Edition,14-Jul-22,20000 - 50000,0,4.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese']",12,0,46,0,0,JanduSoft,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play Together","Action,Adventure,Casual,Indie"
1225870,Hentai Girlfriend Simulator,31-Jan-20,0 - 20000,18,1.19,['English'],0,0,3,0,0,Slippy Floor,Single-player,"Indie,Simulation"
1232510,Teleporter: World of Gamers (Alpha),20-May,0 - 20000,0,0,['English'],44,9,0,0,0,Teleporter Realities Inc.,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op","Free to Play,Massively Multiplayer,RPG,Simulation,Early Access"
1066890,Automobilista 2,30-Jun-20,200000 - 500000,0,23.99,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America']",4278,491,0,3874,1880,Reiza Studios,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Full controller support","Racing,Simulation,Sports"
817370,Marching Simulator,29-Jul-18,0 - 20000,0,0,['English'],35,11,0,0,0,Marching Simulator,Single-player,"Free to Play,Simulation,Early Access"
1662060,Moon Farming - Prologue,6-Jan-22,0 - 0,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",0,0,7,0,0,PlayWay S.A,Single-player,"Adventure,Casual,Indie,Simulation,Strategy"
457140,Oxygen Not Included,30-Jul-19,2000000 - 5000000,0,24.99,"['English', 'Simplified Chinese', 'Korean', 'Russian']",82902,3014,45,80467,3574,Klei Entertainment,"Single-player,Steam Trading Cards","Indie,Simulation"
1774810,Laruaville 10 Match 3 Puzzle,17-Oct-21,0 - 20000,0,6.99,['English'],1,1,0,0,0,LGT SIA,Single-player,"Casual,Indie"
1886290,Slot Shots Pinball Collection,21-Jun-22,0 - 20000,0,9.99,['English'],12,0,25,0,0,Pinblend Studios,"Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Casual,Simulation,Sports,Strategy,Early Access"
1514360,Laid-Back Camp - Virtual - Lake Motosu,3-Mar-21,0 - 20000,0,13.99,"['English', 'French', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",245,70,9,293,0,"Gemdrops, Inc.,Clouded Leopard Entertainment Inc.","Single-player,Steam Achievements,Steam Cloud","Adventure,Casual"
1374280,Kor,23-Dec-21,20000 - 50000,0,9.99,['English'],50,0,8,0,0,Goadstool,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG,Strategy"
863490,Bighead Runner,7-Jun-18,20000 - 50000,0,0.99,"['English', 'Portuguese - Brazil']",82,26,199,0,0,NukGames,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Adventure,Casual,Indie"
396640,TowerClimb,22-Sep-15,0 - 20000,0,14.99,['English'],288,28,0,228,53,Davioware and Quazi,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together","Action,Adventure,Indie,RPG"
726020,Mission Ammunition,27-Oct-17,0 - 20000,0,0.49,['English'],61,16,18,0,0,Quantized Bit,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie"
424060,The Glow,10-Dec-15,0 - 20000,0,3.99,['English'],8,16,11,0,0,Brainwashing games,"Single-player,Steam Achievements","RPG,Strategy"
1943590,溪风谷之战 Playtest,24-Mar-22,0 - 0,0,0,[],0,0,0,0,0,,,
1995240,Deer Journey,21-Jul-22,0 - 0,0,5.39,"['English', 'Spanish - Spain', 'French', 'Italian', 'German', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Japanese', 'Portuguese', 'Russian']",0,0,2,0,0,Pablo Picazo,"Single-player,Full controller support","Adventure,Indie"
514870,Fat City,22-Oct-18,0 - 20000,10,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",3,0,19,0,0,"Heavy Iron Studios, Inc.","Single-player,Steam Achievements,Full controller support,Remote Play on TV","Casual,Indie,Strategy"
548290,Dark Eden,28-Nov-16,50000 - 100000,0,0,['English'],124,132,0,0,1,SOFTON ENTERTAINMENT,"Multi-player,MMO,PvP,Online PvP","Free to Play,Massively Multiplayer,RPG"
695420,Hex: Origins,23-Sep-17,0 - 20000,0,1.99,"['English', 'French', 'German', 'Romanian', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain']",8,0,19,0,0,Pretty Bat Games,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Casual,Indie"
1241110,ANARCHY,7-May-20,500000 - 1000000,0,0,['English'],12,6,0,0,0,NewProjekt,Single-player,"Action,Adventure,Casual,Indie"
587490,Dark Throne,3-Mar-17,0 - 20000,0,0.99,['English'],17,17,80,0,0,Back To Basics Gaming,"Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,RPG"
546050,Puyo Puyo™Tetris®,27-Feb-18,500000 - 1000000,0,19.99,['English'],4181,806,42,4195,6557,SEGA,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Casual"
301700,Numba Deluxe,23-May-14,200000 - 500000,0,2.99,['English'],164,95,0,0,119,KISS ltd,Single-player,Casual
2004200,Pickup One,3-Jun-22,0 - 20000,0,19.99,['English'],0,1,0,0,0,Pickup One,Single-player,"Casual,Indie,Racing"
1588070,DuckMan,17-Apr-21,0 - 20000,0,3.99,"['English', 'Russian']",2,8,5,0,0,Reforged Group,"Single-player,Steam Achievements","Action,Indie"
730310,DYNASTY WARRIORS 9,13-Feb-18,1000000 - 2000000,0,44.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",3075,6009,44,5946,215,"KOEI TECMO GAMES CO., LTD.","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together",Action
242530,The Chaos Engine,29-Aug-13,100000 - 200000,0,9.99,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian']",245,130,34,226,139,Rebellion,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together",Action
1372570,Domino House,28-Oct-20,0 - 20000,0,7.99,"['English', 'French', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Turkish', 'Russian']",21,1,9,0,0,Purple Cable,"Single-player,Steam Achievements","Adventure,Indie"
